record_type|state_code|f_system|station_id|travel_dir|travel_lane|year_record|month_record|day_record|day_of_week|hour_00|hour_01|hour_02|hour_03|hour_04|hour_05|hour_06|hour_07|hour_08|hour_09|hour_10|hour_11|hour_12|hour_13|hour_14|hour_15|hour_16|hour_17|hour_18|hour_19|hour_20|hour_21|hour_22|hour_23|restrictions
V|26|1U|239090|3|2|2023|1|13|6|68|64|70|98|138|298|408|563|612|551|538|602|577|657|696|744|795|778|615|471|343|275|198|142|
V|26|1U|239090|3|2|2023|1|14|7|80|65|50|56|74|111|173|272|354|478|577|628|632|668|594|574|570|521|486|382|334|260|192|140|
V|26|1U|239090|3|2|2023|1|15|1|89|49|41|29|53|56|83|119|221|367|467|504|583|575|552|533|580|502|457|376|293|202|144|103|
V|26|1U|239090|3|2|2023|1|16|2|53|51|54|70|107|249|378|400|479|548|524|526|557|578|603|659|568|595|450|328|281|219|156|98|
V|26|1U|239090|3|2|2023|1|17|3|57|57|53|91|165|298|478|694|637|550|499|503|515|526|560|638|705|645|448|333|278|255|167|118|
V|26|1U|239090|3|2|2023|1|18|4|56|57|55|102|162|316|501|702|649|558|558|526|552|575|627|678|763|639|488|374|333|287|175|114|
V|26|1U|239090|3|2|2023|1|19|5|89|66|79|94|149|314|476|659|596|554|519|530|563|607|611|681|736|683|478|386|310|313|191|126|
V|26|1U|239090|3|2|2023|1|20|6|92|72|70|111|160|292|482|590|569|545|518|554|621|650|659|741|820|771|652|450|329|283|189|156|
V|26|1U|239090|3|2|2023|1|21|7|59|74|58|48|80|149|221|283|387|504|541|661|664|674|638|634|645|589|475|431|369|295|230|170|
V|26|1U|239090|3|2|2023|1|22|1|103|50|40|30|34|54|126|123|223|315|476|527|586|589|587|623|594|538|483|381|242|195|134|79|
V|26|1U|239090|3|2|2023|1|23|2|53|59|70|80|149|294|485|624|784|574|517|532|589|824|669|650|664|637|406|314|265|215|170|101|
V|26|1U|239090|3|2|2023|1|24|3|68|66|60|102|170|294|474|692|647|542|524|519|513|583|542|663|721|663|483|350|257|273|176|134|
V|26|1U|239090|3|2|2023|1|25|4|77|57|86|100|160|324|499|596|531|453|459|415|451|469|430|505|488|487|342|209|207|176|145|101|
V|26|1U|239090|3|2|2023|1|26|5|72|49|71|91|138|263|442|610|665|691|786|622|611|664|574|750|862|614|472|355|266|227|168|101|
V|26|1U|239090|3|2|2023|1|27|6|77|73|68|99|130|260|363|532|509|521|518|578|553|611|658|647|633|595|447|358|317|218|163|145|
V|26|1U|239090|3|2|2023|1|28|7|89|65|52|55|86|137|175|226|356|441|517|504|544|572|599|536|471|455|368|340|250|211|175|106|
V|26|1U|239090|3|2|2023|1|29|1|69|50|25|21|30|79|78|98|188|294|415|479|527|534|576|533|506|516|431|339|236|172|117|87|
V|26|1U|239090|3|2|2023|1|30|2|60|49|44|77|126|302|425|460|505|618|478|505|486|513|502|600|650|552|396|326|232|195|147|134|
V|26|1U|239090|3|2|2023|1|31|3|77|61|77|93|143|264|470|639|570|521|487|478|507|502|536|665|672|626|419|303|221|206|132|96|
V|26|1U|239090|3|3|2023|1|1|1|13|24|17|3|8|8|6|26|105|326|423|396|466|524|490|398|334|298|225|178|116|56|42|14|
V|26|1U|239090|3|3|2023|1|2|2|6|9|8|6|6|32|62|106|120|188|212|362|394|448|389|447|385|349|224|179|132|80|36|19|
V|26|1U|239090|3|3|2023|1|3|3|9|6|4|7|31|115|273|506|364|306|357|421|304|363|373|469|529|517|282|135|101|97|53|18|
V|26|1U|239090|3|3|2023|1|4|4|19|9|7|13|32|120|317|570|396|314|273|282|335|356|357|507|522|501|266|156|83|80|42|28|
V|26|1U|239090|3|3|2023|1|5|5|20|13|3|14|35|118|309|531|514|325|286|389|317|363|435|467|495|445|266|186|99|85|44|26|
V|26|1U|239090|3|3|2023|1|6|6|15|8|10|15|30|119|245|389|375|319|289|342|372|452|535|559|699|614|382|220|144|90|69|32|
V|26|1U|239090|3|3|2023|1|7|7|16|7|9|8|11|33|57|67|132|236|331|433|422|397|426|346|336|356|262|186|150|108|57|51|
V|26|1U|239090|3|3|2023|1|8|1|13|5|9|12|5|10|15|25|58|95|219|327|387|433|428|487|418|370|300|184|122|62|37|15|
V|26|1U|239090|3|3|2023|1|9|2|11|6|10|10|22|121|340|576|457|347|282|228|152|340|371|419|519|433|241|138|112|63|43|22|
V|26|1U|239090|3|3|2023|1|10|3|18|5|10|16|43|103|343|650|547|345|295|267|316|327|345|507|565|428|222|123|75|93|50|15|
V|26|1U|239090|3|3|2023|1|11|4|9|2|3|13|30|107|352|604|543|350|409|342|376|377|420|459|587|525|251|157|132|74|57|22|
V|26|1U|239090|3|3|2023|1|12|5|8|8|6|17|27|117|295|542|496|461|407|374|341|373|407|493|569|544|291|164|133|103|42|36|
V|26|1U|239090|3|3|2023|1|13|6|12|10|5|13|27|113|254|409|398|357|322|377|412|421|468|610|750|678|504|249|161|109|63|36|
V|26|1U|239090|3|3|2023|1|14|7|21|9|8|10|12|35|61|111|174|293|359|445|303|465|437|385|422|362|300|205|147|71|68|34|
V|26|1U|239090|3|3|2023|1|15|1|19|8|7|10|10|11|12|21|71|148|322|359|407|96|75|73|98|187|282|205|114|66|30|21|
V|26|1U|239090|3|3|2023|1|16|2|9|5|6|2|16|90|212|199|318|348|323|346|419|425|516|554|508|497|269|177|122|78|52|27|
V|26|1U|239090|3|3|2023|1|17|3|14|6|5|22|35|139|361|657|539|315|313|314|325|287|358|454|563|444|256|137|109|80|39|14|
V|26|1U|239090|3|3|2023|1|18|4|7|1|8|10|33|119|367|638|527|365|344|295|345|358|385|491|568|483|247|185|107|97|36|22|
V|26|1U|239090|3|3|2023|1|19|5|14|11|7|6|27|110|319|537|464|338|306|311|334|348|391|515|626|565|301|185|126|124|49|33|
V|26|1U|239090|3|3|2023|1|20|6|15|10|7|19|25|111|274|447|419|336|311|393|410|495|542|618|749|706|432|269|173|100|69|50|
V|26|1U|239090|3|3|2023|1|21|7|18|13|9|8|10|29|64|80|153|282|367|432|478|488|476|416|434|380|279|203|164|86|75|40|
V|26|1U|239090|3|3|2023|1|22|1|11|12|10|7|7|9|13|18|19|99|238|298|354|367|394|449|411|341|237|185|99|56|31|12|
V|26|1U|239090|3|3|2023|1|23|2|5|12|6|7|25|161|323|553|526|356|315|298|346|452|403|428|511|472|233|141|107|84|31|12|
V|26|1U|239090|3|3|2023|1|24|3|20|5|11|17|32|107|350|697|518|346|263|321|253|81|83|116|590|493|199|165|116|112|55|27|
V|26|1U|239090|3|3|2023|1|25|4|16|10|9|13|28|114|204|392|321|155|145|181|185|196|196|227|271|235|86|56|49|34|30|15|
V|26|1U|239090|3|3|2023|1|26|5|6|6|13|4|29|94|295|509|448|350|380|310|352|344|392|506|660|460|307|169|121|71|34|18|
V|26|1U|239090|3|3|2023|1|27|6|11|16|10|18|23|106|230|399|350|348|336|345|381|462|561|517|622|539|381|206|128|106|59|30|
V|26|1U|239090|3|3|2023|1|28|7|17|10|6|9|7|25|36|68|134|232|336|323|380|471|417|366|319|190|167|50|83|44|31|4|
V|26|1U|239090|3|3|2023|1|29|1|13|2|0|1|2|1|6|9|13|50|142|312|374|391|417|381|350|333|251|170|84|65|32|12|
V|26|1U|239090|3|3|2023|1|30|2|9|6|5|7|16|85|266|355|340|559|272|242|258|291|320|388|525|388|248|132|108|58|50|30|
V|26|1U|239090|3|3|2023|1|31|3|10|9|9|10|40|133|350|608|463|322|277|293|312|325|217|501|509|452|257|165|101|77|44|34|
V|26|1U|239090|7|1|2023|1|1|1|64|55|47|36|23|21|55|36|42|78|128|129|166|222|186|168|245|220|208|187|138|94|78|55|
V|26|1U|239090|7|1|2023|1|2|2|33|29|14|14|22|42|77|101|127|128|171|202|237|232|226|225|239|241|212|171|134|95|66|41|
V|26|1U|239090|7|1|2023|1|3|3|41|19|19|24|44|146|371|571|352|221|232|186|231|267|257|269|347|393|294|149|121|87|68|52|
V|26|1U|239090|7|1|2023|1|4|4|40|14|25|28|60|176|361|532|350|221|215|271|236|248|266|241|335|349|227|165|141|93|95|43|
V|26|1U|239090|7|1|2023|1|5|5|31|21|31|22|51|160|360|529|374|250|226|245|245|272|271|271|295|362|242|167|129|93|85|47|
V|26|1U|239090|7|1|2023|1|6|6|37|29|27|32|41|119|317|461|288|203|256|237|287|211|151|300|389|387|312|239|204|133|145|69|
V|26|1U|239090|7|1|2023|1|7|7|66|34|34|31|29|45|66|110|130|153|263|363|415|405|329|307|284|304|232|175|146|107|79|69|
V|26|1U|239090|7|1|2023|1|8|1|50|32|18|13|19|25|47|116|111|124|162|256|290|303|344|357|322|360|317|236|170|116|92|42|
V|26|1U|239090|7|1|2023|1|9|2|34|21|11|21|50|191|356|562|343|279|258|225|241|243|267|267|333|352|224|147|107|86|73|33|
V|26|1U|239090|7|1|2023|1|10|3|39|18|21|26|57|175|394|633|386|265|210|217|213|205|251|238|295|284|229|124|111|91|70|41|
V|26|1U|239090|7|1|2023|1|11|4|42|32|24|19|51|179|351|594|434|302|231|227|232|225|252|259|331|305|228|142|117|92|85|42|
V|26|1U|239090|7|1|2023|1|12|5|38|32|19|35|63|181|341|546|416|293|234|240|216|240|224|283|319|373|228|163|136|85|61|52|
V|26|1U|239090|7|1|2023|1|13|6|34|25|36|16|46|140|314|454|334|246|238|255|256|286|345|301|381|454|352|226|189|118|120|76|
V|26|1U|239090|7|1|2023|1|14|7|42|32|32|16|29|41|71|90|108|168|229|260|281|301|305|292|296|309|272|159|152|104|87|58|
V|26|1U|239090|7|1|2023|1|15|1|48|29|21|24|23|28|39|58|69|101|178|204|242|255|241|216|250|266|247|186|136|96|66|46|
V|26|1U|239090|7|1|2023|1|16|2|34|14|17|21|39|103|222|284|226|192|260|291|383|390|279|255|246|270|261|176|160|125|86|49|
V|26|1U|239090|7|1|2023|1|17|3|42|30|20|27|59|194|386|633|431|275|251|275|257|209|283|265|299|296|242|142|114|79|66|53|
V|26|1U|239090|7|1|2023|1|18|4|31|25|23|26|56|193|378|624|463|309|252|246|265|210|229|295|347|351|220|136|90|93|55|31|
V|26|1U|239090|7|1|2023|1|19|5|45|10|27|27|44|179|324|581|397|273|251|258|254|231|270|282|367|407|244|153|123|154|95|49|
V|26|1U|239090|7|1|2023|1|20|6|50|38|29|26|49|125|302|485|346|265|239|266|290|281|313|355|360|386|305|222|203|134|98|76|
V|26|1U|239090|7|1|2023|1|21|7|44|33|32|22|31|59|81|92|140|163|228|294|280|270|249|250|259|280|243|157|146|122|95|64|
V|26|1U|239090|7|1|2023|1|22|1|50|37|32|22|13|33|42|44|65|108|173|172|224|230|185|222|211|240|204|204|148|94|91|63|
V|26|1U|239090|7|1|2023|1|23|2|35|32|13|23|51|180|361|544|418|265|220|218|217|204|237|269|326|330|249|124|119|86|51|40|
V|26|1U|239090|7|1|2023|1|24|3|33|21|23|29|44|194|393|607|435|265|223|236|252|232|296|296|336|367|218|165|120|92|71|49|
V|26|1U|239090|7|1|2023|1|25|4|38|27|23|22|54|157|291|453|349|216|160|167|184|183|200|220|235|220|160|101|91|79|57|34|
V|26|1U|239090|7|1|2023|1|26|5|31|12|26|23|49|179|333|509|367|284|200|240|226|226|290|288|366|371|226|152|127|114|74|50|
V|26|1U|239090|7|1|2023|1|27|6|48|35|19|21|35|136|304|457|355|301|258|248|266|276|295|291|324|300|253|246|201|132|100|55|
V|26|1U|239090|7|1|2023|1|28|7|58|18|32|23|28|56|64|86|131|183|215|248|275|298|238|245|233|205|159|125|82|102|59|51|
V|26|1U|239090|7|1|2023|1|29|1|38|17|14|10|15|13|22|43|47|79|159|169|210|192|223|225|238|239|222|178|178|109|64|54|
V|26|1U|239090|7|1|2023|1|30|2|29|24|18|26|46|184|361|552|384|251|218|256|223|228|223|263|304|317|189|133|133|101|51|38|
V|26|1U|239090|7|1|2023|1|31|3|32|21|19|26|49|179|378|629|436|299|218|246|236|235|272|290|355|311|263|162|122|98|67|50|
V|26|1U|239090|7|2|2023|1|1|1|80|69|33|27|24|32|40|52|81|128|234|306|346|395|391|390|343|356|273|250|195|102|91|41|
V|26|1U|239090|7|2|2023|1|2|2|37|36|28|27|41|65|88|143|181|251|334|361|396|433|405|443|436|343|277|259|165|123|98|66|
V|26|1U|239090|7|2|2023|1|3|3|66|39|39|53|87|144|276|326|322|329|324|383|368|353|423|454|560|487|315|222|190|128|108|76|
V|26|1U|239090|7|2|2023|1|4|4|63|65|63|74|116|145|284|385|381|368|356|388|365|404|433|431|543|500|324|237|188|158|109|100|
V|26|1U|239090|7|2|2023|1|5|5|84|67|60|70|116|199|268|372|390|361|352|428|385|385|450|458|530|503|311|253|168|153|119|85|
V|26|1U|239090|7|2|2023|1|6|6|84|69|67|78|103|165|269|336|401|400|430|428|407|451|514|511|570|560|369|288|255|183|120|118|
V|26|1U|239090|7|2|2023|1|7|7|78|51|56|63|76|95|110|182|234|318|376|451|430|416|396|381|351|384|287|247|180|135|114|58|
V|26|1U|239090|7|2|2023|1|8|1|67|46|32|17|21|37|58|82|139|203|262|319|362|348|367|393|375|347|246|248|171|133|104|66|
V|26|1U|239090|7|2|2023|1|9|2|62|54|60|57|107|173|308|353|389|289|325|304|408|320|371|480|464|460|294|236|143|139|134|88|
V|26|1U|239090|7|2|2023|1|10|3|72|47|54|75|116|156|305|408|431|271|350|342|349|376|408|448|548|501|320|201|187|152|126|88|
V|26|1U|239090|7|2|2023|1|11|4|83|42|58|73|112|187|307|431|422|368|366|380|404|358|365|437|576|478|309|233|200|159|125|90|
V|26|1U|239090|7|2|2023|1|12|5|72|64|70|75|115|191|316|403|414|391|389|397|386|424|490|477|546|538|372|284|216|194|134|69|
V|26|1U|239090|7|2|2023|1|13|6|92|58|81|81|111|167|307|406|380|408|433|334|467|444|512|544|596|606|457|290|278|204|196|103|
V|26|1U|239090|7|2|2023|1|14|7|79|72|60|50|73|105|126|152|248|329|398|424|464|407|391|418|390|251|314|263|154|144|104|99|
V|26|1U|239090|7|2|2023|1|15|1|77|40|27|23|36|40|58|75|122|207|295|310|290|288|390|357|341|241|306|218|173|134|100|64|
V|26|1U|239090|7|2|2023|1|16|2|59|43|36|42|95|164|220|269|318|328|391|347|372|423|445|450|467|430|275|217|176|142|115|74|
V|26|1U|239090|7|2|2023|1|17|3|64|61|46|59|114|180|308|418|396|395|374|362|419|382|452|460|489|518|338|225|198|154|122|86|
V|26|1U|239090|7|2|2023|1|18|4|74|68|69|89|131|179|319|438|414|384|369|389|433|369|454|502|541|517|342|275|203|167|117|92|
V|26|1U|239090|7|2|2023|1|19|5|76|65|77|62|126|178|307|424|425|359|418|409|315|408|468|483|536|521|337|231|204|135|63|74|
V|26|1U|239090|7|2|2023|1|20|6|57|72|46|84|126|183|275|375|332|385|388|428|468|447|518|582|575|529|432|241|228|160|156|104|
V|26|1U|239090|7|2|2023|1|21|7|87|73|50|43|62|81|111|183|238|320|402|423|402|414|393|401|434|365|284|176|180|149|136|83|
V|26|1U|239090|7|2|2023|1|22|1|83|33|34|20|33|43|61|39|107|153|268|306|307|362|305|325|345|278|248|180|165|111|77|66|
V|26|1U|239090|7|2|2023|1|23|2|62|44|48|52|93|138|268|369|369|358|366|337|365|359|401|486|479|527|327|226|182|144|127|84|
V|26|1U|239090|7|2|2023|1|24|3|67|63|61|66|127|168|304|386|402|395|383|333|325|394|457|478|584|439|353|260|194|184|148|90|
V|26|1U|239090|7|2|2023|1|25|4|81|76|84|83|117|143|260|319|358|336|278|297|314|287|320|397|414|415|223|191|132|103|103|74|
V|26|1U|239090|7|2|2023|1|26|5|64|53|81|77|124|182|290|392|399|380|379|343|373|382|379|458|544|522|304|232|154|162|103|99|
V|26|1U|239090|7|2|2023|1|27|6|76|64|73|86|114|170|299|382|387|397|384|427|432|454|502|493|534|466|294|276|189|191|131|86|
V|26|1U|239090|7|2|2023|1|28|7|87|44|42|45|57|90|117|175|247|319|386|418|350|359|386|355|304|278|141|166|136|106|85|40|
V|26|1U|239090|7|2|2023|1|29|1|34|35|23|28|14|23|57|58|118|193|235|284|329|306|354|340|309|311|266|215|192|143|101|73|
V|26|1U|239090|7|2|2023|1|30|2|62|49|51|58|98|162|270|362|340|317|314|331|357|343|371|449|468|435|290|224|183|147|106|75|
V|26|1U|239090|7|2|2023|1|31|3|77|64|61|66|105|173|280|396|381|360|320|349|329|365|345|471|517|520|334|218|188|127|129|82|
V|26|1U|239090|7|3|2023|1|1|1|102|84|64|45|38|41|46|71|102|201|324|463|533|547|524|551|516|603|569|447|318|237|118|87|
V|26|1U|239090|7|3|2023|1|2|2|78|54|27|48|50|85|123|177|198|294|414|496|527|536|552|581|580|475|410|347|251|200|135|96|
V|26|1U|239090|7|3|2023|1|3|3|94|56|63|70|114|214|324|433|442|454|437|474|481|498|542|609|664|618|426|278|218|200|154|122|
V|26|1U|239090|7|3|2023|1|4|4|80|63|72|84|130|238|349|436|434|433|482|493|466|494|566|641|649|612|403|291|214|171|171|137|
V|26|1U|239090|7|3|2023|1|5|5|72|64|74|64|124|213|361|436|484|455|447|516|477|524|547|606|631|660|420|290|256|204|161|108|
V|26|1U|239090|7|3|2023|1|6|6|81|68|67|81|123|217|317|410|434|442|428|464|519|559|714|662|698|590|481|358|267|252|170|150|
V|26|1U|239090|7|3|2023|1|7|7|75|60|49|52|54|106|152|205|310|410|541|589|601|613|558|554|584|526|402|382|331|285|195|131|
V|26|1U|239090|7|3|2023|1|8|1|96|56|46|27|60|61|90|105|180|248|370|468|516|548|589|543|547|512|426|397|289|192|113|87|
V|26|1U|239090|7|3|2023|1|9|2|54|55|58|66|101|198|319|447|521|407|450|398|471|439|499|589|617|617|410|256|197|188|150|105|
V|26|1U|239090|7|3|2023|1|10|3|57|72|64|79|118|230|357|510|499|451|473|416|467|458|538|628|680|608|403|285|229|202|162|138|
V|26|1U|239090|7|3|2023|1|11|4|66|66|61|76|139|222|362|487|512|432|442|501|466|490|567|631|767|686|421|315|253|245|146|98|
V|26|1U|239090|7|3|2023|1|12|5|83|57|57|68|127|258|354|505|485|493|489|466|503|486|589|642|682|658|471|327|267|216|159|131|
V|26|1U|239090|7|3|2023|1|13|6|67|86|75|77|117|210|323|464|471|479|475|495|548|577|604|734|769|753|529|388|310|236|213|148|
V|26|1U|239090|7|3|2023|1|14|7|99|60|49|47|68|90|133|192|342|428|524|610|623|599|636|551|578|514|424|370|240|250|162|191|
V|26|1U|239090|7|3|2023|1|15|1|90|79|45|30|32|54|60|103|183|258|412|495|538|549|537|593|601|569|455|381|284|225|158|123|
V|26|1U|239090|7|3|2023|1|16|2|81|72|50|47|95|180|302|401|432|430|471|502|528|558|584|626|576|562|386|312|273|191|147|90|
V|26|1U|239090|7|3|2023|1|17|3|83|69|49|72|122|236|365|482|502|486|443|446|404|466|546|593|671|617|415|283|220|186|131|98|
V|26|1U|239090|7|3|2023|1|18|4|70|89|44|74|128|209|343|485|485|475|453|489|472|513|614|696|744|669|430|328|264|225|139|100|
V|26|1U|239090|7|3|2023|1|19|5|85|79|66|67|143|248|395|510|516|497|515|493|510|503|585|663|703|625|412|328|221|199|166|85|
V|26|1U|239090|7|3|2023|1|20|6|76|58|63|75|117|193|355|445|468|452|495|525|527|584|648|743|756|722|506|394|331|231|218|141|
V|26|1U|239090|7|3|2023|1|21|7|99|66|55|69|64|89|146|206|295|432|517|622|577|551|576|621|561|504|403|345|309|269|199|191|
V|26|1U|239090|7|3|2023|1|22|1|98|54|41|37|38|60|82|108|177|238|332|484|533|509|526|549|576|445|417|337|246|175|154|79|
V|26|1U|239090|7|3|2023|1|23|2|58|55|58|62|109|236|343|486|458|416|467|467|431|446|525|613|641|602|384|281|210|159|135|118|
V|26|1U|239090|7|3|2023|1|24|3|73|67|62|62|121|234|393|497|519|460|474|459|484|453|531|611|696|669|421|307|249|216|168|153|
V|26|1U|239090|7|3|2023|1|25|4|80|70|78|91|121|265|320|400|417|382|380|362|376|385|432|491|517|500|288|184|170|145|122|90|
V|26|1U|239090|7|3|2023|1|26|5|78|55|68|79|122|229|341|472|460|453|439|405|494|479|598|610|656|626|386|272|289|208|175|106|
V|26|1U|239090|7|3|2023|1|27|6|97|73|73|70|125|206|308|457|467|481|481|502|521|565|611|738|707|653|357|322|280|199|167|136|
V|26|1U|239090|7|3|2023|1|28|7|95|57|63|45|71|84|146|175|280|383|473|532|524|557|553|534|516|453|382|331|249|167|144|140|
V|26|1U|239090|7|3|2023|1|29|1|79|61|36|20|26|34|36|76|139|212|329|445|445|489|487|466|469|452|395|297|263|202|156|87|
V|26|1U|239090|7|3|2023|1|30|2|71|61|56|66|110|229|309|435|434|422|411|437|451|451|449|551|617|574|353|260|209|160|117|96|
V|26|1U|239090|7|3|2023|1|31|3|63|73|73|70|110|226|321|475|443|419|422|391|410|489|510|616|656|598|409|298|233|186|158|95|
V|26|1U|239090|7|4|2023|1|1|1|19|13|15|8|7|8|9|9|25|54|130|245|322|328|323|310|339|613|543|315|206|86|49|24|
V|26|1U|239090|7|4|2023|1|2|2|12|7|2|2|13|14|36|67|89|119|222|309|313|334|329|384|396|338|273|200|102|72|40|23|
V|26|1U|239090|7|4|2023|1|3|3|12|10|10|10|30|82|164|280|216|237|247|281|292|285|375|444|534|498|277|144|111|82|61|25|
V|26|1U|239090|7|4|2023|1|4|4|14|23|11|10|15|81|168|301|357|260|246|323|275|297|349|410|521|479|233|171|110|72|84|38|
V|26|1U|239090|7|4|2023|1|5|5|10|11|9|10|23|70|174|288|286|272|261|319|322|332|403|452|553|554|274|140|128|58|63|15|
V|26|1U|239090|7|4|2023|1|6|6|15|15|7|5|31|78|168|242|262|244|292|367|346|416|565|634|642|627|401|248|183|99|68|53|
V|26|1U|239090|7|4|2023|1|7|7|29|9|9|7|16|19|41|77|126|243|389|434|476|453|435|406|436|430|313|218|170|108|72|39|
V|26|1U|239090|7|4|2023|1|8|1|19|11|14|6|2|6|19|27|45|93|177|303|368|410|431|463|494|467|385|294|157|88|51|25|
V|26|1U|239090|7|4|2023|1|9|2|13|9|6|6|29|75|179|303|314|212|214|216|264|276|333|423|394|451|242|148|95|66|43|16|
V|26|1U|239090|7|4|2023|1|10|3|19|14|11|7|31|83|180|352|309|242|244|243|245|293|359|449|546|462|236|114|62|63|38|36|
V|26|1U|239090|7|4|2023|1|11|4|13|9|3|13|22|80|188|343|332|265|245|275|268|251|371|441|526|539|295|147|86|83|34|22|
V|26|1U|239090|7|4|2023|1|12|5|15|10|7|8|19|93|182|339|305|287|264|263|343|319|395|495|531|516|318|185|142|96|52|32|
V|26|1U|239090|7|4|2023|1|13|6|17|19|15|10|23|82|142|263|254|250|334|306|382|420|429|704|612|774|519|272|210|90|82|58|
V|26|1U|239090|7|4|2023|1|14|7|23|16|16|4|14|23|26|70|148|245|377|479|475|442|453|399|352|362|239|202|89|113|59|51|
V|26|1U|239090|7|4|2023|1|15|1|24|14|7|4|2|6|10|29|46|94|233|326|349|309|318|394|396|440|314|218|124|88|52|24|
V|26|1U|239090|7|4|2023|1|16|2|24|8|9|7|13|65|130|202|188|235|275|263|305|409|405|447|387|370|258|185|112|85|52|13|
V|26|1U|239090|7|4|2023|1|17|3|20|11|11|7|26|100|193|350|323|304|246|223|278|247|342|452|466|476|232|126|92|60|43|20|
V|26|1U|239090|7|4|2023|1|18|4|9|10|5|11|30|86|211|341|308|257|275|248|267|331|352|494|542|537|279|177|118|77|36|18|
V|26|1U|239090|7|4|2023|1|19|5|16|9|9|6|38|88|194|363|340|321|338|288|288|356|422|501|572|542|264|164|108|90|44|24|
V|26|1U|239090|7|4|2023|1|20|6|13|14|6|10|23|66|146|267|293|216|281|328|383|423|541|646|642|685|440|248|160|127|65|48|
V|26|1U|239090|7|4|2023|1|21|7|18|17|6|6|7|19|40|82|138|237|357|477|447|435|382|418|427|307|251|165|135|93|56|63|
V|26|1U|239090|7|4|2023|1|22|1|20|9|6|6|4|9|7|12|32|83|142|261|307|354|336|378|380|338|287|198|119|68|37|26|
V|26|1U|239090|7|4|2023|1|23|2|12|12|4|5|22|82|183|335|291|231|265|230|258|251|300|405|422|402|247|133|91|65|45|30|
V|26|1U|239090|7|4|2023|1|24|3|12|13|6|8|25|99|205|308|282|240|312|283|266|264|359|464|554|502|264|171|119|97|40|50|
V|26|1U|239090|7|4|2023|1|25|4|16|6|16|18|20|71|96|249|232|173|160|171|207|172|225|300|315|279|110|62|41|31|26|12|
V|26|1U|239090|7|4|2023|1|26|5|6|5|9|6|10|71|147|248|267|252|270|248|295|271|361|477|468|512|251|155|83|49|38|10|
V|26|1U|239090|7|4|2023|1|27|6|17|15|12|7|17|63|136|265|240|279|328|323|382|437|501|605|636|589|348|259|160|95|69|40|
V|26|1U|239090|7|4|2023|1|28|7|20|8|8|3|5|13|34|68|105|214|327|359|362|359|316|292|336|246|190|157|95|62|47|24|
V|26|1U|239090|7|4|2023|1|29|1|14|4|3|0|2|9|3|9|20|85|143|233|329|324|300|333|348|308|254|193|115|106|43|28|
V|26|1U|239090|7|4|2023|1|30|2|11|14|8|10|20|78|191|278|266|216|222|268|273|303|306|362|461|385|202|126|96|57|39|15|
V|26|1U|239090|7|4|2023|1|31|3|13|7|11|8|10|91|168|303|277|279|230|193|261|270|348|415|429|451|246|131|100|67|38|21|
V|26|1R|256119|1|1|2023|1|1|1|53|61|32|29|18|22|43|63|116|167|251|358|413|421|414|388|381|340|308|208|172|102|72|62|
V|26|1R|256119|1|1|2023|1|2|2|35|20|24|39|44|57|108|151|211|248|378|520|495|465|426|445|382|361|272|208|152|132|103|58|
V|26|1R|256119|1|1|2023|1|3|3|45|46|23|47|75|130|208|272|281|296|344|352|345|414|407|455|454|391|293|184|142|116|69|69|
V|26|1R|256119|1|1|2023|1|4|4|48|35|46|53|73|120|208|265|307|303|361|386|359|395|367|398|418|418|298|203|164|141|88|69|
V|26|1R|256119|1|1|2023|1|5|5|51|44|45|71|92|138|230|296|292|294|383|355|381|392|313|473|459|425|287|214|168|137|86|74|
V|26|1R|256119|1|1|2023|1|6|6|52|53|41|62|78|145|213|291|313|315|372|373|369|462|441|485|515|500|442|269|210|169|125|109|
V|26|1R|256119|1|1|2023|1|7|7|70|44|32|40|48|76|104|164|222|297|439|514|493|496|473|490|430|375|341|254|205|188|138|91|
V|26|1R|256119|1|1|2023|1|8|1|65|37|29|28|16|42|60|90|129|204|295|371|422|437|424|369|365|304|271|221|165|106|81|68|
V|26|1R|256119|1|1|2023|1|9|2|28|31|31|57|73|147|218|294|307|290|278|352|348|357|363|404|419|408|274|210|154|129|84|71|
V|26|1R|256119|1|1|2023|1|10|3|45|52|43|56|93|122|235|298|314|302|342|328|323|346|364|405|423|387|284|210|165|154|82|89|
V|26|1R|256119|1|1|2023|1|11|4|59|46|45|64|83|140|219|310|299|284|337|303|322|357|390|412|433|393|304|215|153|147|101|78|
V|26|1R|256119|1|1|2023|1|12|5|41|45|42|55|75|150|206|291|308|339|362|307|329|404|383|449|464|418|335|182|140|164|105|79|
V|26|1R|256119|1|1|2023|1|13|6|63|41|51|70|78|125|210|295|313|351|356|432|454|490|453|559|592|586|501|394|250|172|144|102|
V|26|1R|256119|1|1|2023|1|14|7|73|51|39|46|51|64|108|174|259|325|442|540|532|528|507|497|459|392|326|243|203|161|114|92|
V|26|1R|256119|1|1|2023|1|15|1|55|46|28|18|21|31|57|87|126|215|304|414|464|459|450|423|398|340|269|172|162|113|86|54|
V|26|1R|256119|1|1|2023|1|16|2|30|28|31|38|55|112|162|223|259|335|376|403|422|423|407|424|418|375|281|193|155|129|87|52|
V|26|1R|256119|1|1|2023|1|17|3|44|37|28|49|69|143|224|291|355|334|327|353|354|348|361|408|446|390|264|212|147|134|77|67|
V|26|1R|256119|1|1|2023|1|18|4|42|45|39|59|77|145|236|328|316|329|356|370|361|354|362|278|445|429|291|209|154|140|94|75|
